year,population_group,age,number
2005,jews_and_others_female,38,32800
2005,jews_and_others_female,39,32600
2005,jews_and_others_female,4,47300
2005,jews_and_others_female,40,32100
2005,jews_and_others_female,40-44,161900
2005,jews_and_others_female,41,31800
2005,jews_and_others_female,42,32000
2005,jews_and_others_female,43,32500
2005,jews_and_others_female,44,33500
2005,jews_and_others_female,45,34000
2005,jews_and_others_female,45-49,169000
2005,jews_and_others_female,46,33700
2005,jews_and_others_female,47,33500
2005,jews_and_others_female,48,33700
2005,jews_and_others_female,49,34200
2005,jews_and_others_female,5,46900
2005,jews_and_others_female,5-9,227300
2005,jews_and_others_female,50,34200
2005,jews_and_others_female,50-54,172600
2005,jews_and_others_female,51,34100
2005,jews_and_others_female,52,34800
2005,jews_and_others_female,53,35000
2005,jews_and_others_female,54,34500
2005,jews_and_others_female,55,33200
2005,jews_and_others_female,55-59,158900
2005,jews_and_others_female,56,32100
2005,jews_and_others_female,57,33300
2005,jews_and_others_female,58,32700.000000000004
2005,jews_and_others_female,59,27500
2005,jews_and_others_female,6,46300
2005,jews_and_others_female,60,22000
2005,jews_and_others_female,60-64,95000
2005,jews_and_others_female,61,18600
2005,jews_and_others_female,62,17300
2005,jews_and_others_female,63,18000
2005,jews_and_others_female,64,19200
2005,jews_and_others_female,65,19900
2005,jews_and_others_female,65-69,102800
2005,jews_and_others_female,66,20800
2005,jews_and_others_female,67,21700
2005,jews_and_others_female,68,20900
2005,jews_and_others_female,69,19500
2005,jews_and_others_female,7,45700
2005,jews_and_others_female,70,18300
2005,jews_and_others_female,70-74,86600
2005,jews_and_others_female,71,17300
2005,jews_and_others_female,72,17500
2005,jews_and_others_female,73,16900
2005,jews_and_others_female,74,16700
2005,jews_and_others_female,75,16800
2005,jews_and_others_female,75-79,79300
2005,jews_and_others_female,76,16100.000000000002
2005,jews_and_others_female,77,15600
2005,jews_and_others_female,78,15300
2005,jews_and_others_female,79,15400
2005,jews_and_others_female,8,44700
2005,jews_and_others_female,80,15000
2005,jews_and_others_female,80-84,60600
2005,jews_and_others_female,81,13900
2005,jews_and_others_female,82,12400
2005,jews_and_others_female,83,10400
2005,jews_and_others_female,84,8900
2005,jews_and_others_female,85-89,25300
2005,jews_and_others_female,9,43700
2005,jews_and_others_female,90+,15700
2005,jews_and_others_female,TOTAL,2839500
2005,jews_and_others_male,0,53900
2005,jews_and_others_male,0-4,260000
2005,jews_and_others_male,1,53600
2005,jews_and_others_male,10,45300
2005,jews_and_others_male,10-14,223700
2005,jews_and_others_male,11,45000
2005,jews_and_others_male,12,44900
2005,jews_and_others_male,13,44400
2005,jews_and_others_male,14,44100
2005,jews_and_others_male,15,44300
2005,jews_and_others_male,15-19,226300
2005,jews_and_others_male,16,44600
2005,jews_and_others_male,17,45100
2005,jews_and_others_male,18,45900
2005,jews_and_others_male,19,46400
2005,jews_and_others_male,2,52300
2005,jews_and_others_male,20,46200
2005,jews_and_others_male,20-24,225600
2005,jews_and_others_male,21,46300
2005,jews_and_others_male,22,45500
2005,jews_and_others_male,23,44100
2005,jews_and_others_male,24,43600
2005,jews_and_others_male,25,43300
2005,jews_and_others_male,25-29,218700
2005,jews_and_others_male,26,43100
2005,jews_and_others_male,27,43300
2005,jews_and_others_male,28,44300
2005,jews_and_others_male,29,44800
2005,jews_and_others_male,3,50400
2005,jews_and_others_male,30,43500
2005,jews_and_others_male,30-34,203500
2005,jews_and_others_male,31,41500
2005,jews_and_others_male,32,40100
2005,jews_and_others_male,33,39600
2005,jews_and_others_male,34,38700
2005,jews_and_others_male,35,36600
2005,jews_and_others_male,35-39,166500
2005,jews_and_others_male,36,34400
2005,jews_and_others_male,37,32600
2005,jews_and_others_male,38,31500
2005,jews_and_others_male,39,31300
2005,jews_and_others_male,4,49900
2005,jews_and_others_male,40,30900
2005,jews_and_others_male,40-44,152400
2005,jews_and_others_male,41,30500
2005,jews_and_others_male,42,29900
2005,jews_and_others_male,43,30100
2005,jews_and_others_male,44,31000
2005,jews_and_others_male,45,31400
2005,jews_and_others_male,45-49,155500
2005,jews_and_others_male,46,31000
2005,jews_and_others_male,47,30900
2005,jews_and_others_male,48,30900
2005,jews_and_others_male,49,31300
2005,jews_and_others_male,5,49500
2005,jews_and_others_male,5-9,239900
2005,jews_and_others_male,50,31400
2005,jews_and_others_male,50-54,158500
2005,jews_and_others_male,51,31300
2005,jews_and_others_male,52,31800
2005,jews_and_others_male,53,32200.000000000004
2005,jews_and_others_male,54,31800
2005,jews_and_others_male,55,30400
2005,jews_and_others_male,55-59,144300
2005,jews_and_others_male,56,29200
2005,jews_and_others_male,57,30200
2005,jews_and_others_male,58,29600
2005,jews_and_others_male,59,25000
2005,jews_and_others_male,6,48700
2005,jews_and_others_male,60,20200
2005,jews_and_others_male,60-64,84600
2005,jews_and_others_male,61,17100
2005,jews_and_others_male,62,15400
2005,jews_and_others_male,63,15600
2005,jews_and_others_male,64,16300
2005,jews_and_others_male,65,16800
2005,jews_and_others_male,65-69,85000
2005,jews_and_others_male,66,17300
2005,jews_and_others_male,67,17800
2005,jews_and_others_male,68,17100
2005,jews_and_others_male,69,16000
2005,jews_and_others_male,7,48300
2005,jews_and_others_male,70,14800
2005,jews_and_others_male,70-74,67700
2005,jews_and_others_male,71,13700
2005,jews_and_others_male,72,13400
2005,jews_and_others_male,73,13000
2005,jews_and_others_male,74,12800
2005,jews_and_others_male,75,12400
2005,jews_and_others_male,75-79,55100
2005,jews_and_others_male,76,11500
2005,jews_and_others_male,77,11000
2005,jews_and_others_male,78,10300
2005,jews_and_others_male,79,9900
2005,jews_and_others_male,8,47300
2005,jews_and_others_male,80,9300
2005,jews_and_others_male,80-84,39500
2005,jews_and_others_male,81,8600
2005,jews_and_others_male,82,8000
2005,jews_and_others_male,83,7200
2005,jews_and_others_male,84,6500
2005,jews_and_others_male,85-89,16600
2005,jews_and_others_male,9,46100
2005,jews_and_others_male,90+,8500
2005,jews_and_others_male,TOTAL,2732000
2005,jews_and_others_total,0,104900
2005,jews_and_others_total,0-4,506900
2005,jews_and_others_total,1,104500
2005,jews_and_others_total,10,88500
2005,jews_and_others_total,10-14,437000
2005,jews_and_others_total,11,88000
2005,jews_and_others_total,12,87800
2005,jews_and_others_total,13,86800
2005,jews_and_others_total,14,86000
2005,jews_and_others_total,15,86400
2005,jews_and_others_total,15-19,441900
2005,jews_and_others_total,16,87200
2005,jews_and_others_total,17,88000
2005,jews_and_others_total,18,89600
2005,jews_and_others_total,19,90800
2005,jews_and_others_total,2,102000
2005,jews_and_others_total,20,90300
2005,jews_and_others_total,20-24,443600
2005,jews_and_others_total,21,90300
2005,jews_and_others_total,22,89300
2005,jews_and_others_total,23,87300
2005,jews_and_others_total,24,86500
2005,jews_and_others_total,25,86100
2005,jews_and_others_total,25-29,435100
2005,jews_and_others_total,26,85600
2005,jews_and_others_total,27,86200
2005,jews_and_others_total,28,88200
2005,jews_and_others_total,29,89100
2005,jews_and_others_total,3,98300
2005,jews_and_others_total,30,86400
2005,jews_and_others_total,30-34,406100
2005,jews_and_others_total,31,82700
2005,jews_and_others_total,32,80200
2005,jews_and_others_total,33,79200
2005,jews_and_others_total,34,77700
2005,jews_and_others_total,35,73600
2005,jews_and_others_total,35-39,337900
2005,jews_and_others_total,36,69700
2005,jews_and_others_total,37,66300
2005,jews_and_others_total,38,64300
2005,jews_and_others_total,39,64000
2005,jews_and_others_total,4,97200
2005,jews_and_others_total,40,63100
2005,jews_and_others_total,40-44,314300
2005,jews_and_others_total,41,62200
2005,jews_and_others_total,42,61900
2005,jews_and_others_total,43,62600
2005,jews_and_others_total,44,64500
2005,jews_and_others_total,45,65400.00000000001
2005,jews_and_others_total,45-49,324500
2005,jews_and_others_total,46,64700
2005,jews_and_others_total,47,64400.00000000001
2005,jews_and_others_total,48,64599.99999999999
2005,jews_and_others_total,49,65500
2005,jews_and_others_total,5,96400
2005,jews_and_others_total,5-9,467300
2005,jews_and_others_total,50,65600
2005,jews_and_others_total,50-54,331100
2005,jews_and_others_total,51,65400.00000000001
2005,jews_and_others_total,52,66700
2005,jews_and_others_total,53,67200
2005,jews_and_others_total,54,66400
2005,jews_and_others_total,55,63600
2005,jews_and_others_total,55-59,303200
2005,jews_and_others_total,56,61300
2005,jews_and_others_total,57,63600
2005,jews_and_others_total,58,62200
2005,jews_and_others_total,59,52500
2005,jews_and_others_total,6,95000
2005,jews_and_others_total,60,42300
2005,jews_and_others_total,60-64,179700
2005,jews_and_others_total,61,35700
2005,jews_and_others_total,62,32700.000000000004
2005,jews_and_others_total,63,33500
2005,jews_and_others_total,64,35500
2005,jews_and_others_total,65,36700
2005,jews_and_others_total,65-69,187700
2005,jews_and_others_total,66,38000
2005,jews_and_others_total,67,39400
2005,jews_and_others_total,68,38100
2005,jews_and_others_total,69,35500
2005,jews_and_others_total,7,94000
2005,jews_and_others_total,70,33100
2005,jews_and_others_total,70-74,154400
2005,jews_and_others_total,71,30900
2005,jews_and_others_total,72,30900
2005,jews_and_others_total,73,29900
2005,jews_and_others_total,74,29500
2005,jews_and_others_total,75,29200
2005,jews_and_others_total,75-79,134400
2005,jews_and_others_total,76,27600
2005,jews_and_others_total,77,26600
2005,jews_and_others_total,78,25600
2005,jews_and_others_total,79,25300
2005,jews_and_others_total,8,92100
2005,jews_and_others_total,80,24300
2005,jews_and_others_total,80-84,100100
2005,jews_and_others_total,81,22400
2005,jews_and_others_total,82,20400
2005,jews_and_others_total,83,17600
2005,jews_and_others_total,84,15300
2005,jews_and_others_total,85-89,42000
2005,jews_and_others_total,9,89900
2005,jews_and_others_total,90+,24200
2005,jews_and_others_total,TOTAL,5571500
2006,all_female,0,70700
2006,all_female,0-4,350400
2006,all_female,1,70200
2006,all_female,10,61400
2006,all_female,10-14,297200
2006,all_female,11,60200
2006,all_female,12,59200
2006,all_female,13,58700
2006,all_female,14,57700
2006,all_female,15,56700
2006,all_female,15-19,281400
2006,all_female,16,56400
2006,all_female,17,56100
2006,all_female,18,56100
2006,all_female,19,56100
2006,all_female,2,70900
2006,all_female,20,56200
2006,all_female,20-24,277200
2006,all_female,21,55700
2006,all_female,22,55700
2006,all_female,23,55400
2006,all_female,24,54200
2006,all_female,25,53800
2006,all_female,25-29,270600
2006,all_female,26,53900
2006,all_female,27,53800
2006,all_female,28,54100
2006,all_female,29,55000
2006,all_female,3,70300
2006,all_female,30,55200
2006,all_female,30-34,259300
2006,all_female,31,53400
2006,all_female,32,51400
2006,all_female,33,50100
2006,all_female,34,49200
2006,all_female,35,48300
2006,all_female,35-39,220400
2006,all_female,36,46100
2006,all_female,37,43700
2006,all_female,38,41700
2006,all_female,39,40600
2006,all_female,4,68200
2006,all_female,40,40500
2006,all_female,40-44,198200
2006,all_female,41,40000
2006,all_female,42,39400
2006,all_female,43,39200
2006,all_female,44,39200
2006,all_female,45,39900
2006,all_female,45-49,196600
2006,all_female,46,40100
2006,all_female,47,39300
2006,all_female,48,38800
2006,all_female,49,38600
2006,all_female,5,67400
2006,all_female,5-9,326300
2006,all_female,50,39000
2006,all_female,50-54,193600
2006,all_female,51,38700
2006,all_female,52,38300
2006,all_female,53,38900
2006,all_female,54,38800
2006,all_female,55,38300
2006,all_female,55-59,181100
2006,all_female,56,36300
2006,all_female,57,34800
2006,all_female,58,36200
2006,all_female,59,35500
2006,all_female,6,66600
2006,all_female,60,30400
2006,all_female,60-64,116300
2006,all_female,61,24800
2006,all_female,62,21200
2006,all_female,63,19700
2006,all_female,64,20100
2006,all_female,65,21100
2006,all_female,65-69,111100
2006,all_female,66,21700
2006,all_female,67,22400
2006,all_female,68,23300
2006,all_female,69,22600
2006,all_female,7,65500
2006,all_female,70,21100
2006,all_female,70-74,95300
2006,all_female,71,19600
2006,all_female,72,18400
2006,all_female,73,18500
2006,all_female,74,17700
2006,all_female,75,17400
2006,all_female,75-79,82800
2006,all_female,76,17500
2006,all_female,77,16600
2006,all_female,78,16000
2006,all_female,79,15300
2006,all_female,8,64200
2006,all_female,80,15300
2006,all_female,80-84,65900
2006,all_female,81,14800
2006,all_female,82,13700
2006,all_female,83,12200
2006,all_female,84,10000
2006,all_female,85-89,28500
2006,all_female,9,62500
2006,all_female,90-94,13100
2006,all_female,95+,2800
2006,all_female,TOTAL,3568200
2006,all_male,0,74600
2006,all_male,0-4,368800
2006,all_male,1,74200
2006,all_male,10,64700
2006,all_male,10-14,312400
2006,all_male,11,63200
2006,all_male,12,62300
2006,all_male,13,61700
2006,all_male,14,60500
2006,all_male,15,59700
2006,all_male,15-19,294700
2006,all_male,16,59200
2006,all_male,17,58800
2006,all_male,18,58500
2006,all_male,19,58500
2006,all_male,2,74700
2006,all_male,20,58600
2006,all_male,20-24,287400
2006,all_male,21,58300
2006,all_male,22,58100
2006,all_male,23,57100
2006,all_male,24,55300
2006,all_male,25,54600
2006,all_male,25-29,273300
2006,all_male,26,54500
2006,all_male,27,54300
2006,all_male,28,54400
2006,all_male,29,55500
2006,all_male,3,73600
2006,all_male,30,55900
2006,all_male,30-34,262600
2006,all_male,31,54400
2006,all_male,32,52200
2006,all_male,33,50500
2006,all_male,34,49600
2006,all_male,35,48500
2006,all_male,35-39,218400
2006,all_male,36,45900
2006,all_male,37,43300
2006,all_male,38,41000
2006,all_male,39,39800
2006,all_male,4,71700
2006,all_male,40,39700
2006,all_male,40-44,191400
2006,all_male,41,39200
2006,all_male,42,38200
2006,all_male,43,37300
2006,all_male,44,37000
2006,all_male,45,37700
2006,all_male,45-49,184200
2006,all_male,46,37600
2006,all_male,47,36800
2006,all_male,48,36300
2006,all_male,49,35800
2006,all_male,5,71200
2006,all_male,5-9,344100
2006,all_male,50,36000
2006,all_male,50-54,179100
2006,all_male,51,35900
2006,all_male,52,35500
2006,all_male,53,35800
2006,all_male,54,35900
2006,all_male,55,35400
2006,all_male,55-59,165500
2006,all_male,56,33300
2006,all_male,57,31600
2006,all_male,58,32900
2006,all_male,59,32299.999999999996
2006,all_male,6,70300
2006,all_male,60,27800
2006,all_male,60-64,105500
2006,all_male,61,22900
2006,all_male,62,19500
2006,all_male,63,17600
2006,all_male,64,17600
2006,all_male,65,18400
2006,all_male,65-69,93500
2006,all_male,66,18600
2006,all_male,67,18900
2006,all_male,68,19200
2006,all_male,69,18500
2006,all_male,7,69000
2006,all_male,70,17200
2006,all_male,70-74,74900
2006,all_male,71,15700
2006,all_male,72,14400
2006,all_male,73,14100
2006,all_male,74,13500
2006,all_male,75,13300
2006,all_male,75-79,59000
2006,all_male,76,12800
2006,all_male,77,11700
2006,all_male,78,11000
2006,all_male,79,10300
2006,all_male,8,67700
2006,all_male,80,9800
2006,all_male,80-84,41900
2006,all_male,81,9200
2006,all_male,82,8400
2006,all_male,83,7700
2006,all_male,84,6800
2006,all_male,85-89,19700
2006,all_male,9,65900
2006,all_male,90-94,7300
2006,all_male,95+,1800
2006,all_male,TOTAL,3485500
2006,all_total,0,145400
2006,all_total,0-4,719200
2006,all_total,1,144400
2006,all_total,10,126000
2006,all_total,10-14,609700
2006,all_total,11,123400
2006,all_total,12,121500
2006,all_total,13,120500
2006,all_total,14,118200
2006,all_total,15,116300
2006,all_total,15-19,576100
2006,all_total,16,115600
2006,all_total,17,115000
2006,all_total,18,114600
2006,all_total,19,114600
2006,all_total,2,145600
2006,all_total,20,114800
2006,all_total,20-24,564600
2006,all_total,21,114000
2006,all_total,22,113900
2006,all_total,23,112500
2006,all_total,24,109500
2006,all_total,25,108400
2006,all_total,25-29,543900
2006,all_total,26,108500
2006,all_total,27,108200
2006,all_total,28,108500
2006,all_total,29,110500
2006,all_total,3,143900
2006,all_total,30,111100
2006,all_total,30-34,521900
2006,all_total,31,107800
2006,all_total,32,103700
2006,all_total,33,100600
2006,all_total,34,98800
2006,all_total,35,96800
2006,all_total,35-39,438800
2006,all_total,36,92000
2006,all_total,37,87000
2006,all_total,38,82700
2006,all_total,39,80400
2006,all_total,4,139900
2006,all_total,40,80200
2006,all_total,40-44,389600
2006,all_total,41,79100
2006,all_total,42,77600
2006,all_total,43,76500
2006,all_total,44,76300
2006,all_total,45,77600
2006,all_total,45-49,380800
2006,all_total,46,77700
2006,all_total,47,76000
2006,all_total,48,75100
2006,all_total,49,74400
2006,all_total,5,138600
2006,all_total,5-9,670400
2006,all_total,50,75000
2006,all_total,50-54,372700
2006,all_total,51,74600
2006,all_total,52,73700
2006,all_total,53,74700
2006,all_total,54,74700
2006,all_total,55,73700
2006,all_total,55-59,346600
2006,all_total,56,69600
2006,all_total,57,66400
2006,all_total,58,69100
2006,all_total,59,67800
2006,all_total,6,136900
2006,all_total,60,58200
2006,all_total,60-64,221700
2006,all_total,61,47800
2006,all_total,62,40700
2006,all_total,63,37400
2006,all_total,64,37700
2006,all_total,65,39500
2006,all_total,65-69,204600
2006,all_total,66,40400
2006,all_total,67,41200
2006,all_total,68,42500
2006,all_total,69,41100
2006,all_total,7,134600
2006,all_total,70,38200
2006,all_total,70-74,170100
2006,all_total,71,35300
2006,all_total,72,32800
2006,all_total,73,32700.000000000004
2006,all_total,74,31100
2006,all_total,75,30600
2006,all_total,75-79,141800
2006,all_total,76,30200
2006,all_total,77,28300
2006,all_total,78,27100
2006,all_total,79,25600
2006,all_total,8,131900
2006,all_total,80,25000
2006,all_total,80-84,107800
2006,all_total,81,24000
2006,all_total,82,22000
2006,all_total,83,19900
2006,all_total,84,16800
2006,all_total,85-89,48200
2006,all_total,9,128400
2006,all_total,90-94,20400
2006,all_total,95+,4600
2006,all_total,TOTAL,7053700
2006,arab_female,0,18600
2006,arab_female,0-4,97700
2006,arab_female,1,18900
2006,arab_female,10,17500
2006,arab_female,10-14,81500
2006,arab_female,11,16900
2006,arab_female,12,16100.000000000002
2006,arab_female,13,15800
2006,arab_female,14,15200
2006,arab_female,15,14700
2006,arab_female,15-19,67300
2006,arab_female,16,14300
2006,arab_female,17,13500
2006,arab_female,18,12800
2006,arab_female,19,12100
2006,arab_female,2,19800
2006,arab_female,20,11600
2006,arab_female,20-24,56800
2006,arab_female,21,11500
2006,arab_female,22,11600
2006,arab_female,23,11300
2006,arab_female,24,10700
2006,arab_female,25,10600
2006,arab_female,25-29,54700
2006,arab_female,26,10900
2006,arab_female,27,11100
2006,arab_female,28,11100
2006,arab_female,29,10900
2006,arab_female,3,20300
2006,arab_female,30,10800
2006,arab_female,30-34,50800
2006,arab_female,31,10400
2006,arab_female,32,10100
2006,arab_female,33,10000
2006,arab_female,34,9600
2006,arab_female,35,9300
2006,arab_female,35-39,42200
2006,arab_female,36,8900
2006,arab_female,37,8300
2006,arab_female,38,7900
2006,arab_female,39,7800
2006,arab_female,4,20100
2006,arab_female,40,7800
2006,arab_female,40-44,36900
2006,arab_female,41,7800
2006,arab_female,42,7500
2006,arab_female,43,7200
2006,arab_female,44,6700
2006,arab_female,45,6400
2006,arab_female,45-49,28200
2006,arab_female,46,6000
2006,arab_female,47,5600
2006,arab_female,48,5300
2006,arab_female,49,4900
2006,arab_female,5,19900
2006,arab_female,5-9,94500
2006,arab_female,50,4800
2006,arab_female,50-54,21400
2006,arab_female,51,4500
2006,arab_female,52,4200
2006,arab_female,53,4000
2006,arab_female,54,3800
2006,arab_female,55,3800
2006,arab_female,55-59,15400
2006,arab_female,56,3100
2006,arab_female,57,2700
2006,arab_female,58,3000
2006,arab_female,59,2900
2006,arab_female,6,19600
2006,arab_female,60,2900
2006,arab_female,60-64,13100
2006,arab_female,61,2800
2006,arab_female,62,2600
2006,arab_female,63,2500
2006,arab_female,64,2200
2006,arab_female,65,2100
2006,arab_female,65-69,9400
2006,arab_female,66,2000
2006,arab_female,67,1800
2006,arab_female,68,1800
2006,arab_female,69,1800
2006,arab_female,7,19100
2006,arab_female,70,1700
2006,arab_female,70-74,7100
2006,arab_female,71,1500
2006,arab_female,72,1400
2006,arab_female,73,1400
2006,arab_female,74,1100
2006,arab_female,75,1100
2006,arab_female,75-79,4600
2006,arab_female,76,1100
2006,arab_female,77,1000
2006,arab_female,78,900
2006,arab_female,79,600
2006,arab_female,8,18400
2006,arab_female,80,500
2006,arab_female,80-84,2500
2006,arab_female,81,600
2006,arab_female,82,600
2006,arab_female,83,500
2006,arab_female,84,300
2006,arab_female,85-89,1000
2006,arab_female,9,17600
2006,arab_female,90-94,300
2006,arab_female,95+,100
2006,arab_female,TOTAL,685500
2006,arab_male,0,19500
2006,arab_male,0-4,102700
2006,arab_male,1,20100
2006,arab_male,10,18400
2006,arab_male,10-14,86100
2006,arab_male,11,17800
2006,arab_male,12,17200
2006,arab_male,13,16700
2006,arab_male,14,16000
2006,arab_male,15,15500
2006,arab_male,15-19,70000
2006,arab_male,16,14800
2006,arab_male,17,14100
2006,arab_male,18,13200
2006,arab_male,19,12400
2006,arab_male,2,20900
2006,arab_male,20,12100
2006,arab_male,20-24,58900
2006,arab_male,21,12100
2006,arab_male,22,12000
2006,arab_male,23,11600
2006,arab_male,24,11100
2006,arab_male,25,10900
2006,arab_male,25-29,55700
2006,arab_male,26,11200
2006,arab_male,27,11200
2006,arab_male,28,11100
2006,arab_male,29,11200
2006,arab_male,3,21100
2006,arab_male,30,11100
2006,arab_male,30-34,52900
2006,arab_male,31,10800
2006,arab_male,32,10700
2006,arab_male,33,10400
2006,arab_male,34,10000
2006,arab_male,35,9700
2006,arab_male,35-39,44500
2006,arab_male,36,9400
2006,arab_male,37,8900
2006,arab_male,38,8300
2006,arab_male,39,8200
2006,arab_male,4,21100
2006,arab_male,40,8400
2006,arab_male,40-44,38800
2006,arab_male,41,8200
2006,arab_male,42,7700
2006,arab_male,43,7400
2006,arab_male,44,7000
2006,arab_male,45,6700
2006,arab_male,45-49,29200
2006,arab_male,46,6300
2006,arab_male,47,5800
2006,arab_male,48,5500
2006,arab_male,49,5000
2006,arab_male,5,21100
2006,arab_male,5-9,99700
2006,arab_male,50,4800
2006,arab_male,50-54,21600
2006,arab_male,51,4600
2006,arab_male,52,4300
2006,arab_male,53,4100
2006,arab_male,54,3800
2006,arab_male,55,3700
2006,arab_male,55-59,15000
2006,arab_male,56,3000
2006,arab_male,57,2600
2006,arab_male,58,2800
2006,arab_male,59,2900
2006,arab_male,6,20600
2006,arab_male,60,3000
2006,arab_male,60-64,12900
2006,arab_male,61,2800
2006,arab_male,62,2600
2006,arab_male,63,2400
2006,arab_male,64,2200
2006,arab_male,65,2200
2006,arab_male,65-69,9200
2006,arab_male,66,2000
2006,arab_male,67,1800
2006,arab_male,68,1700
2006,arab_male,69,1600
2006,arab_male,7,20100
2006,arab_male,70,1500
2006,arab_male,70-74,5700
2006,arab_male,71,1200
2006,arab_male,72,1100
2006,arab_male,73,1000
2006,arab_male,74,900
2006,arab_male,75,900
2006,arab_male,75-79,3400
2006,arab_male,76,800
2006,arab_male,77,700
2006,arab_male,78,600
2006,arab_male,79,500
2006,arab_male,8,19300
2006,arab_male,80,400
2006,arab_male,80-84,1800
2006,arab_male,81,400
2006,arab_male,82,400
2006,arab_male,83,300
2006,arab_male,84,300
2006,arab_male,85-89,1000
2006,arab_male,9,18500
2006,arab_male,90-94,500
2006,arab_male,95+,200
2006,arab_male,TOTAL,709700
2006,arab_total,0,38000
2006,arab_total,0-4,200400
2006,arab_total,1,39000
2006,arab_total,10,35900
2006,arab_total,10-14,167600
2006,arab_total,11,34700
2006,arab_total,12,33300
2006,arab_total,13,32500
2006,arab_total,14,31200
2006,arab_total,15,30200
2006,arab_total,15-19,137300
2006,arab_total,16,29100
2006,arab_total,17,27600
2006,arab_total,18,25900
2006,arab_total,19,24500
2006,arab_total,2,40700
2006,arab_total,20,23700
2006,arab_total,20-24,115700
2006,arab_total,21,23600
2006,arab_total,22,23600
2006,arab_total,23,22900
2006,arab_total,24,21800
2006,arab_total,25,21500
2006,arab_total,25-29,110300
2006,arab_total,26,22100
2006,arab_total,27,22400
2006,arab_total,28,22200
2006,arab_total,29,22100
2006,arab_total,3,41400
2006,arab_total,30,21800
2006,arab_total,30-34,103700
2006,arab_total,31,21200
2006,arab_total,32,20800
2006,arab_total,33,20300
2006,arab_total,34,19500
2006,arab_total,35,18900
2006,arab_total,35-39,86700
2006,arab_total,36,18300
2006,arab_total,37,17200
2006,arab_total,38,16200
2006,arab_total,39,16000
2006,arab_total,4,41200
2006,arab_total,40,16200
2006,arab_total,40-44,75600
2006,arab_total,41,16000
2006,arab_total,42,15200
2006,arab_total,43,14500
2006,arab_total,44,13700
2006,arab_total,45,13100
2006,arab_total,45-49,57400
2006,arab_total,46,12300
2006,arab_total,47,11400
2006,arab_total,48,10800
2006,arab_total,49,9900
2006,arab_total,5,41000
2006,arab_total,5-9,194200
2006,arab_total,50,9600
2006,arab_total,50-54,43000
2006,arab_total,51,9100
2006,arab_total,52,8600
2006,arab_total,53,8200
2006,arab_total,54,7700
2006,arab_total,55,7500
2006,arab_total,55-59,30500
2006,arab_total,56,6100
2006,arab_total,57,5300
2006,arab_total,58,5800
2006,arab_total,59,5800
2006,arab_total,6,40200
2006,arab_total,60,5900
2006,arab_total,60-64,25900
2006,arab_total,61,5600
2006,arab_total,62,5200
2006,arab_total,63,4900
2006,arab_total,64,4400
2006,arab_total,65,4200
2006,arab_total,65-69,18600
2006,arab_total,66,4000
2006,arab_total,67,3500
2006,arab_total,68,3500
2006,arab_total,69,3400
2006,arab_total,7,39300
2006,arab_total,70,3200
2006,arab_total,70-74,12700
2006,arab_total,71,2700
2006,arab_total,72,2500
2006,arab_total,73,2400
2006,arab_total,74,2000
2006,arab_total,75,1900
2006,arab_total,75-79,8000
2006,arab_total,76,1800
2006,arab_total,77,1600
2006,arab_total,78,1500
2006,arab_total,79,1100
2006,arab_total,8,37700
2006,arab_total,80,1000
2006,arab_total,80-84,4300
2006,arab_total,81,1000
2006,arab_total,82,1000
2006,arab_total,83,900
2006,arab_total,84,500
2006,arab_total,85-89,2000
2006,arab_total,9,36100
2006,arab_total,90-94,800
2006,arab_total,95+,300
2006,arab_total,TOTAL,1395200
2006,jews_and_others_female,0,52200
2006,jews_and_others_female,0-4,252700
2006,jews_and_others_female,1,51300
2006,jews_and_others_female,10,43900
2006,jews_and_others_female,10-14,215700
2006,jews_and_others_female,11,43300
2006,jews_and_others_female,12,43100
2006,jews_and_others_female,13,43000
2006,jews_and_others_female,14,42500
2006,jews_and_others_female,15,42000
2006,jews_and_others_female,15-19,214100
2006,jews_and_others_female,16,42100
2006,jews_and_others_female,17,42700
2006,jews_and_others_female,18,43300
2006,jews_and_others_female,19,44000
2006,jews_and_others_female,2,51100
2006,jews_and_others_female,20,44600
2006,jews_and_others_female,20-24,220400
2006,jews_and_others_female,21,44200
2006,jews_and_others_female,22,44100
2006,jews_and_others_female,23,44100
2006,jews_and_others_female,24,43500
2006,jews_and_others_female,25,43200
2006,jews_and_others_female,25-29,216000
2006,jews_and_others_female,26,43000
2006,jews_and_others_female,27,42700
2006,jews_and_others_female,28,43000
2006,jews_and_others_female,29,44100
2006,jews_and_others_female,3,50000
2006,jews_and_others_female,30,44400
2006,jews_and_others_female,30-34,208500
2006,jews_and_others_female,31,43000
2006,jews_and_others_female,32,41300
2006,jews_and_others_female,33,40200
2006,jews_and_others_female,34,39600
2006,jews_and_others_female,35,39000
2006,jews_and_others_female,35-39,178200
2006,jews_and_others_female,36,37100
2006,jews_and_others_female,37,35400
2006,jews_and_others_female,38,33800
2006,jews_and_others_female,39,32800
2006,jews_and_others_female,4,48100
2006,jews_and_others_female,40,32700.000000000004
2006,jews_and_others_female,40-44,161400
2006,jews_and_others_female,41,32200.000000000004
2006,jews_and_others_female,42,31900
2006,jews_and_others_female,43,32000
2006,jews_and_others_female,44,32500
2006,jews_and_others_female,45,33500
2006,jews_and_others_female,45-49,168400
2006,jews_and_others_female,46,34100
2006,jews_and_others_female,47,33700
2006,jews_and_others_female,48,33500
